,Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Week_of_Year,Log_Weekly_Sales
192,2,0,33.02,2.983,211.1176713,8.028,2011,2,14.371803448328388
193,2,0,41.4,3.016,211.4864691,8.028,2011,3,14.37591797533556
194,2,0,42.83,3.01,211.8552668,8.028,2011,4,14.343413144835266
195,2,0,38.25,2.989,212.2240646,8.028,2011,5,14.47269228087291
196,2,1,33.19,3.022,212.5928624,8.028,2011,6,14.589335295407576
197,2,0,57.83,3.045,212.9033115,8.028,2011,7,14.548304236018481
198,2,0,60.8,3.065,213.190421,8.028,2011,8,14.421743854963768
199,2,0,57.77,3.288,213.4775305,8.028,2011,9,14.499419587910491
200,2,0,52.7,3.459,213.7646401,8.028,2011,10,14.446307919097304
201,2,0,62.32,3.488,214.0156238,8.028,2011,11,14.45871020135697
202,2,0,69.42,3.473,214.2521573,8.028,2011,12,14.384319983177459
203,2,0,55.43,3.524,214.4886908,7.931,2011,13,14.403392973837677
204,2,0,67.0,3.622,214.7252242,7.931,2011,14,14.429372948974832
205,2,0,69.48,3.743,214.9420631,7.931,2011,15,14.434186768186937
206,2,0,69.39,3.807,215.1096657,7.931,2011,16,14.45014931971985
207,2,0,69.21,3.81,215.2772683,7.931,2011,17,14.372578119068608
208,2,0,61.48,3.906,215.4448709,7.931,2011,18,14.424049616856285
209,2,0,74.61,3.899,215.6124735,7.931,2011,19,14.424468232672151
210,2,0,67.14,3.907,215.3834778,7.931,2011,20,14.33922251118962
211,2,0,76.42,3.786,215.1544822,7.931,2011,21,14.402037296158639
212,2,0,83.07,3.699,214.9254865,7.931,2011,22,14.47497540936925
213,2,0,83.4,3.648,214.6964908,7.931,2011,23,14.472592205750137
214,2,0,86.53,3.637,214.6513538,7.931,2011,24,14.485272927763114
215,2,0,85.17,3.594,214.7441108,7.931,2011,25,14.39824380918583
216,2,0,85.69,3.524,214.8368678,7.852,2011,26,14.43943841282702
217,2,0,87.7,3.48,214.9296249,7.852,2011,27,14.432404461463998
218,2,0,89.83,3.575,215.0134426,7.852,2011,28,14.395034452226605
219,2,0,89.34,3.651,215.0749122,7.852,2011,29,14.371587181869126
220,2,0,90.07,3.682,215.1363819,7.852,2011,30,14.334717397016728
221,2,0,93.34,3.684,215.1978515,7.852,2011,31,14.445028276067571
222,2,0,91.58,3.638,215.2593211,7.852,2011,32,14.410366211918811
223,2,0,89.86,3.554,215.3229307,7.852,2011,33,14.427499520149906
224,2,0,90.45,3.523,215.386897,7.852,2011,34,14.414973736276156
225,2,0,89.64,3.533,215.4508632,7.852,2011,35,14.408351484097448
226,2,1,77.97,3.546,215.5148295,7.852,2011,36,14.373983779133098
227,2,0,78.85,3.526,215.6944378,7.852,2011,37,14.341091102529058
228,2,0,75.58,3.467,216.0282356,7.852,2011,38,14.327915402105097
229,2,0,78.14,3.355,216.3620333,7.852,2011,39,14.316525477768808
230,2,0,69.92,3.285,216.6958311,7.441,2011,40,14.42394613139912
231,2,0,71.67,3.274,217.0048261,7.441,2011,41,14.371624902996912
232,2,0,64.53,3.353,217.1650042,7.441,2011,42,14.42238131866015
233,2,0,65.87,3.372,217.3251824,7.441,2011,43,14.38609299181288
234,2,0,55.53,3.332,217.4853605,7.441,2011,44,14.488306499768289
235,2,0,59.33,3.297,217.6455387,7.441,2011,45,14.468213875628189
236,2,0,62.01,3.308,217.8670218,7.441,2011,46,14.458817861098556
237,2,1,56.36,3.236,218.1130269,7.441,2011,47,14.776469943669262
238,2,0,48.74,3.172,218.3590319,7.441,2011,48,14.4858767101919
239,2,0,41.76,3.158,218.605037,7.441,2011,49,14.64430266107002
240,2,0,50.13,3.159,218.8217928,7.441,2011,50,14.70452773267416
241,2,0,46.66,3.112,218.9995495,7.441,2011,51,14.986248388402185
242,2,1,44.57,3.129,219.1773063,7.441,2011,52,14.443707143162392
243,2,0,46.75,3.157,219.355063,7.057,2012,1,14.403031154139915
244,2,0,45.99,3.261,219.5328198,7.057,2012,2,14.372108356347212
245,2,0,51.7,3.268,219.6258417,7.057,2012,3,14.353038545125195
246,2,0,50.5,3.29,219.7188636,7.057,2012,4,14.322874480951954
247,2,0,55.21,3.36,219.8118854,7.057,2012,5,14.475773396901134
248,2,1,46.98,3.409,219.9049073,7.057,2012,6,14.559029356298343
249,2,0,43.82,3.51,220.0651993,7.057,2012,7,14.602461994084516
250,2,0,54.63,3.555,220.275944,7.057,2012,8,14.437056306986646
251,2,0,58.79,3.63,220.4866886,7.057,2012,9,14.484650179481076
252,2,0,57.11,3.669,220.6974332,7.057,2012,10,14.476975752823012
253,2,0,63.68,3.734,220.8498468,7.057,2012,11,14.496627226243096
254,2,0,64.01,3.787,220.9244858,7.057,2012,12,14.397972047029967
255,2,0,66.83,3.845,220.9991248,7.057,2012,13,14.434732278944834
256,2,0,68.43,3.891,221.0737638,6.891,2012,14,14.571180280503166
257,2,0,68.08,3.891,221.1484028,6.891,2012,15,14.47606744746011
258,2,0,65.69,3.877,221.2021074,6.891,2012,16,14.429260274719411
259,2,0,67.2,3.814,221.255812,6.891,2012,17,14.383170527399129
260,2,0,76.73,3.749,221.3095166,6.891,2012,18,14.469895127226259
261,2,0,73.87,3.688,221.3632212,6.891,2012,19,14.466544280215157
262,2,0,71.27,3.63,221.380331,6.891,2012,20,14.5091284627162
263,2,0,78.19,3.561,221.3828029,6.891,2012,21,14.464074559818664
264,2,0,78.38,3.501,221.3852748,6.891,2012,22,14.462662683644743
265,2,0,78.69,3.452,221.3877467,6.891,2012,23,14.51375347816173
266,2,0,80.56,3.393,221.4009901,6.891,2012,24,14.489946418535546
267,2,0,81.04,3.346,221.4411622,6.891,2012,25,14.450887837175651
268,2,0,86.32,3.286,221.4813343,6.891,2012,26,14.44733915847446
269,2,0,84.2,3.227,221.5215064,6.565,2012,27,14.529199504354905
270,2,0,80.17,3.256,221.5616784,6.565,2012,28,14.419868125045198
271,2,0,83.23,3.311,221.5701123,6.565,2012,29,14.414164328072975
272,2,0,86.37,3.407,221.5785461,6.565,2012,30,14.379644625938864
273,2,0,90.22,3.417,221.5869799,6.565,2012,31,14.481340825968957
274,2,0,88.55,3.494,221.5954138,6.565,2012,32,14.439693952328572
275,2,0,84.79,3.571,221.6751459,6.565,2012,33,14.472002576727817
276,2,0,76.91,3.62,221.8083518,6.565,2012,34,14.445072975747843
277,2,0,82.64,3.638,221.9415576,6.565,2012,35,14.481843580797618
278,2,1,87.65,3.73,222.0747635,6.565,2012,36,14.456721116192984
279,2,0,75.88,3.717,222.2174395,6.565,2012,37,14.411490031083144
280,2,0,71.09,3.721,222.4169362,6.565,2012,38,14.419507714440133
281,2,0,79.45,3.666,222.6164329,6.565,2012,39,14.373108059099874
282,2,0,70.27,3.617,222.8159296,6.17,2012,40,14.507818406383526
283,2,0,60.97,3.601,223.0154263,6.17,2012,41,14.457757067050204
284,2,0,68.08,3.594,223.0598077,6.17,2012,42,14.429609882904565
285,2,0,69.79,3.506,223.0783366,6.17,2012,43,14.42226036390564
286,3,0,45.71,2.572,214.4248812,7.368,2010,5,13.042504296203752
287,3,1,47.93,2.548,214.5747916,7.368,2010,6,12.949746481685233
288,3,0,47.07,2.514,214.6198868,7.368,2010,7,12.95191471403636
289,3,0,52.05,2.561,214.6475127,7.368,2010,8,12.917074135077574
290,3,0,53.04,2.625,214.6751386,7.368,2010,9,12.936522932579651
291,3,0,63.08,2.667,214.7027646,7.368,2010,10,12.85892292805757
292,3,0,60.42,2.72,214.5301219,7.368,2010,11,12.835559825606913
293,3,0,57.06,2.732,214.3241011,7.368,2010,12,12.793721162001349
294,3,0,65.56,2.719,214.1180803,7.343,2010,13,12.955825559452567
295,3,0,68.0,2.77,213.9120595,7.343,2010,14,12.93813106828528
296,3,0,66.98,2.808,213.7726889,7.343,2010,15,12.77985689931275
297,3,0,67.87,2.795,213.7221852,7.343,2010,16,12.736635159137567
298,3,0,70.24,2.78,213.6716815,7.343,2010,17,12.797323829826038
299,3,0,73.47,2.835,213.6211778,7.343,2010,18,12.897530550066472
300,3,0,77.18,2.854,213.6196139,7.343,2010,19,12.859332134556201
301,3,0,75.81,2.826,213.9116886,7.343,2010,20,12.747711148931504
302,3,0,78.6,2.759,214.2037634,7.343,2010,21,12.765946200240887
303,3,0,78.53,2.705,214.4958382,7.343,2010,22,12.89161548624685
304,3,0,82.1,2.668,214.787913,7.343,2010,23,12.77992402490573
305,3,0,83.52,2.637,214.7858259,7.343,2010,24,12.805122997377548
306,3,0,83.79,2.653,214.6660741,7.343,2010,25,12.786463920713368
307,3,0,82.2,2.669,214.5463222,7.346,2010,26,12.850955413689002
308,3,0,81.75,2.642,214.4265704,7.346,2010,27,12.763443572793134
309,3,0,84.32,2.623,214.4176476,7.346,2010,28,12.773457547023245
310,3,0,83.32,2.608,214.5564968,7.346,2010,29,12.773842215139496
311,3,0,82.04,2.64,214.695346,7.346,2010,30,12.759831457677517
312,3,0,85.13,2.627,214.8341952,7.346,2010,31,12.905790094527342
313,3,0,86.74,2.692,214.9730444,7.346,2010,32,12.73551896308993
314,3,0,88.02,2.664,214.9314191,7.346,2010,33,12.770616868752285
315,3,0,86.15,2.619,214.8897938,7.346,2010,34,12.799772597990346
316,3,0,84.16,2.577,214.8481685,7.346,2010,35,12.811685503297255
317,3,1,80.84,2.565,214.8065431,7.346,2010,36,12.772130410730764
318,3,0,82.36,2.582,214.8322484,7.346,2010,37,12.802338923346138
319,3,0,76.9,2.624,214.9084516,7.346,2010,38,12.781640154128937
320,3,0,73.6,2.603,214.9846548,7.564,2010,39,12.790478880991229
321,3,0,66.99,2.633,215.060858,7.564,2010,40,12.88691531006632
322,3,0,69.71,2.72,215.1293114,7.564,2010,41,12.752995040712898
323,3,0,71.64,2.725,215.17839,7.564,2010,42,12.76253197136211
324,3,0,72.04,2.716,215.2274686,7.564,2010,43,12.7616595856894
325,3,0,62.94,2.689,215.2765472,7.564,2010,44,12.955544770468652
326,3,0,62.79,2.728,215.3256258,7.564,2010,45,12.865239038516735
327,3,0,57.72,2.771,215.2074519,7.564,2010,46,12.828116658064344
328,3,1,68.71,2.735,215.0614025,7.564,2010,47,13.245587300109118
329,3,0,53.76,2.708,214.9153531,7.564,2010,48,13.074058812312577
330,3,0,51.13,2.843,214.7693037,7.564,2010,49,13.055460527442849
331,3,0,52.2,2.869,214.704919,7.564,2010,50,13.11867737242703
332,3,0,57.16,2.886,214.7017828,7.564,2010,51,13.314621090033494
333,3,1,53.2,2.943,214.6986466,7.564,2010,52,12.854951169481637
334,3,0,53.35,2.976,214.6955104,7.551,2011,1,12.843290380288902
335,3,0,44.76,2.983,214.7470729,7.551,2011,2,12.85071763295305
336,3,0,50.74,3.016,215.1268275,7.551,2011,3,12.76819300868267
337,3,0,48.71,3.01,215.5065821,7.551,2011,4,12.807288840372875
338,3,0,45.95,2.989,215.8863367,7.551,2011,5,12.991155067190292
339,3,1,43.57,3.022,216.2660913,7.551,2011,6,12.972765806427446
340,3,0,61.58,3.045,216.5843571,7.551,2011,7,12.977991957692863
341,3,0,67.4,3.065,216.8780275,7.551,2011,8,12.892225900511033
342,3,0,65.11,3.288,217.1716979,7.551,2011,9,12.987884129993068
343,3,0,61.29,3.459,217.4653683,7.551,2011,10,12.911035495325327
344,3,0,69.47,3.488,217.7235226,7.551,2011,11,12.879298992307827
345,3,0,72.94,3.473,217.9674705,7.551,2011,12,12.849726673632311
346,3,0,68.76,3.524,218.2114184,7.574,2011,13,12.833499486880596
347,3,0,72.55,3.622,218.4553663,7.574,2011,14,12.858596535785207
348,3,0,75.88,3.743,218.6788642,7.574,2011,15,12.811076053637239
349,3,0,76.91,3.807,218.851237,7.574,2011,16,12.878662566130322
350,3,0,78.69,3.81,219.0236099,7.574,2011,17,12.814223871317484
351,3,0,69.45,3.906,219.1959827,7.574,2011,18,12.931307273272822
352,3,0,79.87,3.899,219.3683556,7.574,2011,19,12.864404960918886
353,3,0,75.79,3.907,219.127216,7.574,2011,20,12.806567468644717
354,3,0,84.41,3.786,218.8860765,7.574,2011,21,12.81950431488198
355,3,0,84.29,3.699,218.6449369,7.574,2011,22,12.885396827128542
356,3,0,84.84,3.648,218.4037974,7.574,2011,23,12.87809769112647
357,3,0,86.96,3.637,218.3551748,7.574,2011,24,12.907744239816395
358,3,0,84.94,3.594,218.45094,7.574,2011,25,12.862352786871922
359,3,0,85.1,3.524,218.5467052,7.567,2011,26,12.81845359840576
360,3,0,85.38,3.48,218.6424704,7.567,2011,27,12.88701373391937
361,3,0,87.14,3.575,218.7275216,7.567,2011,28,12.830553678008977
362,3,0,86.19,3.651,218.7857881,7.567,2011,29,12.795575531326799
363,3,0,88.07,3.682,218.8440545,7.567,2011,30,12.752407169494814
364,3,0,88.45,3.684,218.9023209,7.567,2011,31,12.923869145060408
365,3,0,88.88,3.638,218.9605873,7.567,2011,32,12.848920379777184
366,3,0,88.44,3.554,219.023271,7.567,2011,33,12.847183913924967
367,3,0,87.67,3.523,219.0866908,7.567,2011,34,12.811395072945226
368,3,0,89.12,3.533,219.1501106,7.567,2011,35,12.837317001783324
369,3,1,81.72,3.546,219.2135305,7.567,2011,36,12.840924416114973
370,3,0,83.63,3.526,219.3972867,7.567,2011,37,12.836361253049214
371,3,0,80.19,3.467,219.7414914,7.567,2011,38,12.808337165341886
372,3,0,82.58,3.355,220.085696,7.567,2011,39,12.817138811229194
373,3,0,75.54,3.285,220.4299007,7.197,2011,40,12.907543587271038
374,3,0,73.75,3.274,220.7486167,7.197,2011,41,12.816608491066106
375,3,0,69.03,3.353,220.9144005,7.197,2011,42,12.886583725784911
